submission_id,household_id,enum_name,start_time,end_time,submission_date,district,subcounty,gps_lat,gps_lon,hh_size,gender_hh_head,age_hh_head,plot_area_acres,trees_per_acre,coffee_varieties,yield_kg,price_per_kg,uses_fertilizer,fertilizer_type,training_attended,training_topics,satisfaction_1,satisfaction_2,satisfaction_3,satisfaction_4,satisfaction_5,coffee_varieties__KR1,coffee_varieties__KR10,coffee_varieties__KR2,coffee_varieties__KR3,coffee_varieties__KR5,coffee_varieties__KR6,coffee_varieties__KR7,coffee_varieties__KR9,coffee_varieties__count,training_topics__pest_scouting,training_topics__post_harvest,training_topics__pruning,training_topics__shade_mgmt,training_topics__stumping,training_topics__count
uuid:00248,HH-RUB-0248,C. Kyomuhendo,2026-05-08 10:33:00,2026-05-08 10:40:00,2026-05-08,rubirizi,nyamarebe,-0.35929,30.14117,1.0,female,61.0,4.39,637.0,KR10 KR2,3757.2,5546.0,False,,True,pest_scouting post_harvest stumping,1,1,2,3,1,0,1,1,0,0,0,0,0,2,1,1,0,0,1,3
uuid:00417,HH-IBA-0417,D. Mugisha,2026-05-07 08:24:00,2026-05-07 08:51:00,2026-05-07,ibanda,kicuzi,-0.35917,30.47401,9.0,female,55.0,1.91,552.0,KR7 KR9,791.5,5338.0,True,dap,True,shade_mgmt stumping,4,4,4,4,4,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2
uuid:00226,HH-KIR-0226,E. Ainembabazi,2026-05-20 09:55:00,2026-05-20 10:23:00,2026-05-20,kiruhura,rukiri,-0.14279,30.75669,4.0,male,30.0,3.73,301.0,KR3 KR5,2700.0,4352.0,True,organic,False,,5,3,4,2,5,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0
uuid:00320,HH-RUB-0320,C. Kyomuhendo,2026-05-07 08:04:00,2026-05-07 08:11:00,2026-05-07,rubirizi,nyamarebe,-0.45065,30.10675,5.0,female,40.0,1.5,503.0,KR1 KR2 KR3 KR6,1080.7,4235.0,True,organic,True,shade_mgmt,3,2,2,4,3,1,0,1,1,0,1,0,0,4,0,0,0,1,0,1
uuid:00148,HH-KIR-0148,E. Ainembabazi,2026-05-18 10:09:00,2026-05-18 10:37:00,2026-05-18,kiruhura,nyamarebe,-0.12606,30.83918,5.0,male,46.0,4.13,533.0,KR1,3250.0,4710.0,True,npk,False,,5,5,5,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
uuid:00241,HH-KIR-0241,B. Nakato,2026-05-22 13:38:00,2026-05-22 14:14:00,2026-05-22,kiruhura,nyamarebe,-0.26614,30.90514,7.0,male,75.0,2.29,501.0,KR1 KR3 KR7,1731.8,5850.0,False,,True,post_harvest pruning shade_mgmt,4,5,3,1,1,1,0,0,1,0,0,1,0,3,0,1,1,1,0,3
uuid:00384,HH-IBA-0384,A. Tumusiime,2026-05-06 08:40:00,2026-05-06 09:14:00,2026-05-06,ibanda,rukiri,0.0111,30.50435,6.0,male,41.0,0.79,459.0,KR3 KR7,730.7,5574.0,True,organic,False,,5,2,4,1,5,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0
uuid:00041,HH-RUB-0041,F. Byaruhanga,2026-05-21 12:08:00,2026-05-21 12:36:00,2026-05-21,rubirizi,rukiri,-0.19096,30.06489,5.0,male,61.0,1.37,499.0,KR5,1103.5,3981.0,True,npk,True,pest_scouting post_harvest pruning shade_mgmt,1,3,4,5,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,4
uuid:00177,HH-IBA-0177,D. Mugisha,2026-05-06 11:19:00,2026-05-06 12:04:00,2026-05-06,ibanda,kicuzi,-0.06802,30.56984,3.0,male,54.0,1.34,582.0,KR1 KR10 KR2 KR6,631.3,5341.0,False,,False,,5,5,5,5,5,1,1,1,0,0,1,0,0,4,0,0,0,0,0,0
uuid:00121,HH-KIR-0121,B. Nakato,2026-05-22 16:50:00,2026-05-22 17:17:00,2026-05-22,kiruhura,kicuzi,-0.27484,30.92575,7.0,male,28.0,1.69,486.0,KR10 KR7 KR9,1351.3,5116.0,True,npk,True,post_harvest,3,1,1,4,1,0,1,0,0,0,0,1,1,3,0,1,0,0,0,1
uuid:00275,HH-RUB-0275,F. Byaruhanga,2026-05-20 13:53:00,2026-05-20 14:35:00,2026-05-20,rubirizi,nyamarebe,-0.12169,29.94563,7.0,male,,2.32,,KR2 KR3 KR6 KR7,1707.5,,True,dap,False,,3,4,1,1,4,0,0,1,1,0,1,1,0,4,0,0,0,0,0,0
uuid:00023,HH-RUB-0023,F. Byaruhanga,2026-05-12 10:38:00,2026-05-12 11:19:00,2026-05-12,rubirizi,nyamarebe,-0.08826,30.0165,2.0,female,29.0,1.21,314.0,KR1 KR2 KR3 KR7,1110.5,4527.0,False,,False,,2,5,2,2,2,1,0,1,1,0,0,1,0,4,0,0,0,0,0,0
uuid:00374,HH-RUB-0374,C. Kyomuhendo,2026-05-11 08:34:00,2026-05-11 08:42:00,2026-05-11,rubirizi,nyamarebe,-0.39281,30.20026,8.0,female,42.0,0.99,540.0,KR10,541.8,4823.0,True,organic,False,,2,3,3,5,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
uuid:00197,HH-RUB-0197,F. Byaruhanga,2026-05-04 16:21:00,2026-05-04 17:08:00,2026-05-04,rubirizi,nyamarebe,-0.39107,30.26893,5.0,female,,1.35,,KR1,962.2,,False,,True,pest_scouting post_harvest pruning stumping,2,3,1,2,4,1,0,0,0,0,0,0,0,1,1,1,1,0,1,4
uuid:00052,HH-KIR-0052,E. Ainembabazi,2026-05-11 16:58:00,2026-05-11 17:18:00,2026-05-11,kiruhura,rukiri,-0.00641,31.03783,2.0,female,78.0,2.35,491.0,KR3,1550.0,4369.0,True,organic,False,,1,4,4,1,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
uuid:00289,HH-KIR-0289,B. Nakato,2026-05-19 10:12:00,2026-05-19 10:43:00,2026-05-19,kiruhura,bisheshe,-0.17294,30.97613,1.0,male,51.0,1.86,483.0,KR9,1196.8,4487.0,True,npk,False,,3,2,4,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
uuid:00366,HH-IBA-0366,A. Tumusiime,2026-05-20 09:05:00,2026-05-20 09:42:00,2026-05-20,ibanda,kicuzi,-0.13999,30.44066,9.0,female,52.0,2.76,470.0,KR1 KR10 KR2 KR6,2028.5,4248.0,True,organic,False,,1,2,4,2,5,1,1,1,0,0,1,0,0,4,0,0,0,0,0,0
uuid:00070,HH-KIR-0070,E. Ainembabazi,2026-05-24 10:18:00,2026-05-24 10:56:00,2026-05-24,kiruhura,rukiri,-0.36247,30.71722,9.0,male,52.0,0.83,522.0,KR1 KR5 KR7 KR9,550.0,4858.0,True,npk,True,post_harvest pruning shade_mgmt stumping,2,3,3,4,3,1,0,0,0,1,0,1,1,4,0,1,1,1,1,4
uuid:00032,HH-RUB-0032,C. Kyomuhendo,2026-05-09 11:44:00,2026-05-09 11:52:00,2026-05-09,rubirizi,kicuzi,-0.15099,30.31147,10.0,male,48.0,2.77,486.0,KR3,1561.7,5112.0,True,organic,False,,5,3,5,5,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
uuid:00043,HH-KIR-0043,B. Nakato,2026-05-23 15:57:00,2026-05-23 16:40:00,2026-05-23,kiruhura,nyamarebe,-0.18081,30.9693,3.0,male,45.0,1.13,384.0,KR10 KR5 KR9,905.7,5393.0,True,npk,False,,4,5,3,5,2,0,1,0,0,1,0,0,1,3,0,0,0,0,0,0
uuid:00108,HH-IBA-0108,A. Tumusiime,2026-05-17 14:14:00,2026-05-17 14:52:00,2026-05-17,ibanda,rukiri,-0.19012,30.46382,7.0,female,62.0,1.91,514.0,KR10 KR5 KR6 KR7,1103.7,4883.0,False,,False,,5,5,3,2,1,0,1,0,0,1,1,1,0,4,0,0,0,0,0,0
uuid:00084,HH-IBA-0084,A. Tumusiime,2026-05-09 12:58:00,2026-05-09 13:36:00,2026-05-09,ibanda,rukiri,-0.03852,30.5126,3.0,male,36.0,1.53,642.0,KR10,1067.6,5276.0,False,,True,pest_scouting pruning shade_mgmt stumping,4,3,3,3,2,0,1,0,0,0,0,0,0,1,1,0,1,1,1,4
uuid:00246,HH-IBA-0246,A. Tumusiime,2026-05-05 16:17:00,2026-05-05 16:46:00,2026-05-05,ibanda,rukiri,-0.128,30.4804,4.0,male,57.0,1.07,415.0,KR10 KR5,501.8,6599.0,False,,False,,2,3,1,5,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0
uuid:00307,HH-KIR-0307,B. Nakato,2026-05-17 14:25:00,2026-05-17 15:02:00,2026-05-17,kiruhura,rukiri,-0.29404,30.93157,6.0,male,24.0,1.44,538.0,KR10 KR2 KR3,1178.4,4875.0,True,dap,False,,4,1,3,4,3,0,1,1,1,0,0,0,0,3,0,0,0,0,0,0
uuid:00215,HH-RUB-0215,F. Byaruhanga,2026-05-21 11:04:00,2026-05-21 11:46:00,2026-05-21,rubirizi,rukiri,-0.18809,29.93857,6.0,female,29.0,0.86,447.0,KR10 KR5 KR6,427.9,5929.0,False,,False,,4,4,1,4,1,0,1,0,0,1,1,0,0,3,0,0,0,0,0,0
uuid:00284,HH-RUB-0284,C. Kyomuhendo,2026-05-19 14:06:00,2026-05-19 14:15:00,2026-05-19,rubirizi,nyamarebe,-0.45491,30.075,4.0,male,39.0,3.16,382.0,KR3,16432.0,5085.0,True,dap,True,post_harvest pruning shade_mgmt stumping,5,4,4,4,3,0,0,0,1,0,0,0,0,1,0,1,1,1,1,4
uuid:00306,HH-IBA-0306,A. Tumusiime,2026-05-26 11:55:00,2026-05-26 12:29:00,2026-05-26,ibanda,kicuzi,-0.11113,30.462,8.0,male,39.0,1.12,424.0,KR10 KR2 KR3 KR6,598.8,5705.0,False,,True,pest_scouting post_harvest pruning,3,4,1,3,5,0,1,1,1,0,1,0,0,4,1,1,1,0,0,3
uuid:00412,HH-KIR-0412,E. Ainembabazi,2026-05-19 08:54:00,2026-05-19 09:42:00,2026-05-19,kiruhura,bisheshe,-0.18024,30.93804,6.0,male,20.0,2.81,442.0,KR10,2250.0,4372.0,True,npk,False,,5,2,1,5,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
uuid:00055,HH-KIR-0055,B. Nakato,2026-05-16 10:03:00,2026-05-16 10:36:00,2026-05-16,kiruhura,bisheshe,-0.27525,30.82447,6.0,male,34.0,4.38,596.0,KR1 KR3 KR6 KR7,2813.3,4856.0,True,organic,False,,1,2,1,3,5,1,0,0,1,0,1,1,0,4,0,0,0,0,0,0
uuid:00348,HH-IBA-0348,A. Tumusiime,2026-05-17 14:59:00,2026-05-17 15:23:00,2026-05-17,ibanda,rukiri,-0.14555,30.36318,1.0,female,43.0,1.21,451.0,KR2 KR3 KR5 KR9,797.5,4864.0,False,,False,,1,1,2,2,4,0,0,1,1,1,0,0,1,4,0,0,0,0,0,0
uuid:00191,HH-RUB-0191,F. Byaruhanga,2026-05-11 12:25:00,2026-05-11 12:56:00,2026-05-11,rubirizi,rukiri,-0.24435,30.17756,8.0,female,62.0,0.94,571.0,KR5 KR9,793.3,5080.0,False,,True,shade_mgmt,3,5,2,2,1,0,0,0,0,1,0,0,1,2,0,0,0,1,0,1
uuid:00063,HH-IBA-0063,D. Mugisha,2026-05-20 08:38:00,2026-05-20 09:22:00,2026-05-20,ibanda,nyamarebe,-0.19805,30.51985,9.0,male,49.0,2.27,336.0,KR1 KR10 KR3,1809.5,5220.0,True,npk,False,,3,3,3,3,3,1,1,0,1,0,0,0,0,3,0,0,0,0,0,0
uuid:00346,HH-KIR-0346,E. Ainembabazi,2026-05-07 13:58:00,2026-05-07 14:40:00,2026-05-07,kiruhura,rukiri,-0.16229,30.78323,8.0,female,57.0,5.0,412.0,KR5,3250.0,5839.0,True,organic,True,post_harvest shade_mgmt,5,4,4,3,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,2
uuid:00042,HH-IBA-0042,A. Tumusiime,2026-05-10 09:42:00,2026-05-10 10:11:00,2026-05-10,ibanda,kicuzi,-0.06304,30.46064,6.0,male,47.0,3.95,549.0,KR1 KR3 KR9,2609.2,5814.0,True,npk,False,,5,1,1,5,2,1,0,0,1,0,0,0,1,3,0,0,0,0,0,0
uuid:00323,HH-RUB-0323,F. Byaruhanga,2026-05-16 12:00:00,2026-05-16 12:33:00,2026-05-16,rubirizi,rukiri,-0.08986,30.22548,2.0,female,,1.47,,KR5,894.0,,True,organic,False,,4,2,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
uuid:00302,HH-RUB-0302,C. Kyomuhendo,2026-05-10 16:17:00,2026-05-10 16:26:00,2026-05-10,rubirizi,bisheshe,-0.17314,30.19861,4.0,female,66.0,0.76,402.0,KR1 KR7 KR9,252.0,5068.0,True,dap,False,,1,5,4,3,3,1,0,0,0,0,0,1,1,3,0,0,0,0,0,0
uuid:00005,HH-RUB-0005,F. Byaruhanga,2026-05-21 11:04:00,2026-05-21 11:59:00,2026-05-21,rubirizi,nyamarebe,-0.26713,30.11318,3.0,male,34.0,1.34,498.0,KR1 KR6 KR7 KR9,936.5,5116.0,True,organic,False,,3,4,5,5,1,1,0,0,0,0,1,1,1,4,0,0,0,0,0,0
uuid:00129,HH-IBA-0129,D. Mugisha,2026-05-19 10:37:00,2026-05-19 11:11:00,2026-05-19,ibanda,nyamarebe,-0.18262,30.67908,3.0,male,30.0,4.14,505.0,KR9,2237.0,5311.0,False,,False,,5,5,5,5,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
uuid:00172,HH-KIR-0172,E. Ainembabazi,2026-05-22 13:11:00,2026-05-22 13:50:00,2026-05-22,kiruhura,nyamarebe,-0.18544,30.84119,,male,34.0,0.87,452.0,KR3,500.0,3430.0,False,,False,,2,2,5,2,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
uuid:00224,HH-RUB-0224,C. Kyomuhendo,2026-05-09 13:55:00,2026-05-09 14:04:00,2026-05-09,rubirizi,bisheshe,-0.23162,29.97295,6.0,male,62.0,1.56,356.0,KR1 KR3 KR6 KR7,605.0,4116.0,True,organic,False,,2,3,5,5,1,1,0,0,1,0,1,1,0,4,0,0,0,0,0,0
uuid:00409,HH-KIR-0409,B. Nakato,2026-05-16 08:07:00,2026-05-16 08:50:00,2026-05-16,kiruhura,bisheshe,-0.02013,30.79421,5.0,male,49.0,3.58,463.0,KR1 KR3,3983.8,5427.0,True,npk,False,,2,3,2,5,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0
uuid:00017,HH-RUB-0017,F. Byaruhanga,2026-05-24 10:15:00,2026-05-24 10:55:00,2026-05-24,rubirizi,nyamarebe,-0.22508,29.9348,2.0,female,,1.94,,KR7,1176.7,,False,,False,,3,2,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
uuid:00036,HH-IBA-0036,A. Tumusiime,2026-05-07 09:17:00,2026-05-07 09:50:00,2026-05-07,ibanda,bisheshe,-0.1362,30.47379,6.0,male,44.0,0.72,646.0,KR10 KR3 KR7,674.6,5151.0,False,,True,post_harvest pruning,2,1,2,2,5,0,1,0,1,0,0,1,0,3,0,1,1,0,0,2
uuid:00321,HH-IBA-0321,D. Mugisha,2026-05-04 11:11:00,2026-05-04 11:55:00,2026-05-04,ibanda,rukiri,-0.11278,30.50579,4.0,male,39.0,1.56,444.0,KR2,989.2,5322.0,True,dap,True,pest_scouting post_harvest shade_mgmt stumping,4,4,4,4,4,0,0,1,0,0,0,0,0,1,1,1,0,1,1,4
uuid:00356,HH-RUB-0356,C. Kyomuhendo,2026-05-15 13:39:00,2026-05-15 13:45:00,2026-05-15,rubirizi,bisheshe,-0.34478,30.05515,7.0,male,49.0,1.26,529.0,KR3 KR7 KR9,659.2,4917.0,True,organic,False,,2,3,4,4,3,0,0,0,1,0,0,1,1,3,0,0,0,0,0,0
uuid:00312,HH-IBA-0312,A. Tumusiime,2026-05-08 15:46:00,2026-05-08 16:27:00,2026-05-08,ibanda,kicuzi,-0.10377,30.4463,5.0,male,38.0,1.99,431.0,KR10 KR5 KR7 KR9,1603.4,4770.0,True,organic,False,,3,2,2,1,3,0,1,0,0,1,0,1,1,4,0,0,1,1,0,2
uuid:00220,HH-KIR-0220,E. Ainembabazi,2026-05-08 14:46:00,2026-05-08 15:28:00,2026-05-08,kiruhura,nyamarebe,-0.12538,30.61048,3.0,male,62.0,1.88,482.0,KR1 KR10,1250.0,4392.0,True,organic,False,,4,1,4,3,5,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0
uuid:00266,HH-RUB-0266,C. Kyomuhendo,2026-05-24 08:13:00,2026-05-24 08:22:00,2026-05-24,rubirizi,rukiri,-0.35692,30.13984,3.0,female,40.0,1.52,389.0,KR2 KR6 KR9,1018.6,4671.0,True,organic,True,pest_scouting post_harvest pruning shade_mgmt,5,1,4,2,5,0,0,1,0,0,1,0,1,3,1,1,1,1,0,4
uuid:00045,HH-IBA-0045,D. Mugisha,2026-05-11 12:29:00,2026-05-11 13:03:00,2026-05-11,ibanda,rukiri,-0.12731,30.44911,5.0,male,48.0,3.03,421.0,KR10 KR2,2050.7,5612.0,True,dap,True,pest_scouting shade_mgmt stumping,5,5,5,5,5,0,1,1,0,0,0,0,0,2,1,0,0,1,1,3
uuid:00128,HH-RUB-0128,C. Kyomuhendo,2026-05-09 09:25:00,2026-05-09 09:31:00,2026-05-09,rubirizi,nyamarebe,-0.38965,30.31547,9.0,male,30.0,1.19,357.0,KR2 KR5,824.2,4654.0,True,dap,False,,5,1,2,4,4,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0
uuid:00350,HH-RUB-0350,C. Kyomuhendo,2026-05-06 09:19:00,2026-05-06 09:23:00,2026-05-06,rubirizi,rukiri,-0.2551,29.96017,8.0,female,44.0,2.42,484.0,KR1 KR3,1391.2,5086.0,True,npk,True,pest_scouting post_harvest pruning stumping,1,1,2,1,4,1,0,0,1,0,0,0,0,2,1,1,1,0,1,4
uuid:00087,HH-IBA-0087,D. Mugisha,2026-05-13 16:15:00,2026-05-13 16:48:00,2026-05-13,ibanda,bisheshe,-0.24052,30.55297,5.0,female,28.0,1.55,481.0,KR2 KR3 KR5 KR9,718.5,5943.0,True,npk,False,,5,3,3,2,1,0,0,1,1,1,0,0,1,4,0,0,0,0,0,0
uuid:00095,HH-RUB-0095,F. Byaruhanga,2026-05-10 12:07:00,2026-05-10 12:45:00,2026-05-10,rubirizi,bisheshe,-0.18911,30.06143,5.0,male,,0.54,,KR2 KR6 KR7 KR9,226.3,,True,dap,False,,4,4,4,1,5,0,0,1,0,0,1,1,1,4,0,0,0,0,0,0
uuid:00157,HH-KIR-0157,B. Nakato,2026-05-23 14:40:00,2026-05-23 15:12:00,2026-05-23,kiruhura,rukiri,-0.25174,30.96087,6.0,male,40.0,0.88,425.0,KR10 KR2 KR6 KR9,401.3,5267.0,False,,True,pest_scouting shade_mgmt stumping,5,4,4,1,4,0,1,1,0,0,1,0,1,4,1,0,0,1,1,3
uuid:00299,HH-RUB-0299,F. Byaruhanga,2026-05-20 15:35:00,2026-05-20 16:00:00,2026-05-20,rubirizi,kicuzi,-0.20335,30.04151,8.0,male,,7.13,,KR1 KR2 KR6,4134.1,,False,,False,,4,3,1,1,1,1,0,1,0,0,1,0,0,3,0,0,0,0,0,0
uuid:00116,HH-RUB-0116,C. Kyomuhendo,2026-05-05 16:31:00,2026-05-05 16:39:00,2026-05-05,rubirizi,kicuzi,-0.24197,30.03958,1.0,male,19.0,2.79,571.0,KR2 KR3,2472.5,4027.0,True,dap,False,,4,1,1,3,2,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0
uuid:00242,HH-RUB-0242,C. Kyomuhendo,2026-05-21 10:18:00,2026-05-21 10:24:00,2026-05-21,rubirizi,kicuzi,-0.2308,29.94787,8.0,male,53.0,1.26,611.0,KR6,916.8,4676.0,True,dap,True,post_harvest pruning shade_mgmt,1,5,4,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,3
uuid:00040,HH-KIR-0040,E. Ainembabazi,2026-05-19 11:51:00,2026-05-19 12:20:00,2026-05-19,kiruhura,rukiri,-0.37904,30.69991,5.0,male,43.0,1.73,550.0,KR6 KR9,750.0,5758.0,True,organic,True,pest_scouting post_harvest pruning,4,4,2,1,5,0,0,0,0,0,1,0,1,2,1,1,1,0,0,3
uuid:00414,HH-IBA-0414,A. Tumusiime,2026-05-07 13:46:00,2026-05-07 14:24:00,2026-05-07,ibanda,rukiri,-0.09688,30.50421,1.0,male,37.0,2.34,480.0,KR10 KR2 KR3 KR6,1281.3,4838.0,True,dap,False,,1,3,5,1,4,0,1,1,1,0,1,0,0,4,0,0,0,0,0,0
uuid:00386,HH-RUB-0386,C. Kyomuhendo,2026-05-06 16:20:00,2026-05-06 16:26:00,2026-05-06,rubirizi,nyamarebe,-0.2475,30.19611,7.0,male,47.0,1.31,440.0,KR3,786.2,5896.0,False,,True,pest_scouting post_harvest shade_mgmt stumping,4,3,2,1,3,0,0,0,1,0,0,0,0,1,1,1,0,1,1,4
uuid:00004,HH-KIR-0004,E. Ainembabazi,2026-05-07 13:11:00,2026-05-07 13:45:00,2026-05-07,kiruhura,kicuzi,-0.19217,30.89015,5.0,male,45.0,1.93,469.0,KR1,1150.0,4296.0,False,,True,pest_scouting post_harvest pruning shade_mgmt,5,3,2,2,4,1,0,0,0,0,0,0,0,1,1,1,1,1,0,4
uuid:00372,HH-IBA-0372,A. Tumusiime,2026-05-10 13:02:00,2026-05-10 13:33:00,2026-05-10,ibanda,rukiri,-0.15421,30.72732,9.0,female,44.0,4.93,443.0,KR10 KR2 KR3 KR7,1398.7,6267.0,False,,False,,2,2,5,1,2,0,1,1,1,0,0,1,0,4,0,0,0,0,0,0
uuid:00198,HH-IBA-0198,A. Tumusiime,2026-05-17 11:40:00,2026-05-17 12:18:00,2026-05-17,ibanda,kicuzi,-0.08889,30.46422,7.0,male,40.0,2.92,313.0,KR3,1831.0,4205.0,False,,False,,1,5,5,3,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
uuid:00335,HH-RUB-0335,F. Byaruhanga,2026-05-19 13:51:00,2026-05-19 14:25:00,2026-05-19,rubirizi,bisheshe,-0.31273,29.99181,3.0,female,32.0,2.26,434.0,KR9,1407.9,4994.0,True,organic,True,pruning stumping,1,2,5,1,2,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2
uuid:00362,HH-RUB-0362,C. Kyomuhendo,2026-05-06 15:27:00,2026-05-06 15:33:00,2026-05-06,rubirizi,bisheshe,-0.30512,30.19849,6.0,male,46.0,3.41,508.0,KR1 KR10 KR2 KR6,1820.3,5721.0,False,,False,,1,5,1,4,5,1,1,1,0,0,1,0,0,4,0,0,0,0,0,0
uuid:00086,HH-RUB-0086,C. Kyomuhendo,2026-05-22 16:23:00,2026-05-22 16:28:00,2026-05-22,rubirizi,nyamarebe,-0.08936,30.13853,6.0,female,42.0,2.75,607.0,KR1 KR2 KR5 KR6,1504.5,4372.0,True,dap,False,,2,4,2,2,5,1,0,1,0,1,1,0,0,4,0,0,0,0,0,0
uuid:00060,HH-IBA-0060,A. Tumusiime,2026-05-13 16:29:00,2026-05-13 17:08:00,2026-05-13,ibanda,nyamarebe,-0.17364,30.39787,11.0,male,29.0,4.08,510.0,KR10 KR2,925.2,4706.0,True,dap,True,pest_scouting shade_mgmt stumping,4,2,2,5,1,0,1,1,0,0,0,0,0,2,1,0,0,1,1,3
uuid:00257,HH-RUB-0257,F. Byaruhanga,2026-05-08 13:58:00,2026-05-08 14:21:00,2026-05-08,rubirizi,bisheshe,-0.39804,29.95366,6.0,female,71.0,2.74,456.0,KR2 KR7,2216.4,4423.0,False,,False,,3,3,4,4,2,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0
uuid:00325,HH-KIR-0325,B. Nakato,2026-05-26 12:40:00,2026-05-26 13:08:00,2026-05-26,kiruhura,kicuzi,-0.13366,30.71079,2.0,male,47.0,2.3,384.0,KR9,1798.9,5407.0,False,,True,pest_scouting shade_mgmt stumping,5,2,4,5,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3
uuid:00161,HH-RUB-0161,F. Byaruhanga,2026-05-18 12:31:00,2026-05-18 13:05:00,2026-05-18,rubirizi,rukiri,-0.25304,30.08987,6.0,male,54.0,2.5,618.0,KR2 KR9,2410.8,5290.0,True,organic,True,pruning shade_mgmt,4,5,5,4,5,0,0,1,0,0,0,0,1,2,0,0,1,1,0,2
uuid:00193,HH-KIR-0193,B. Nakato,2026-05-11 10:57:00,2026-05-11 11:31:00,2026-05-11,kiruhura,rukiri,-0.28278,30.8742,7.0,male,75.0,2.78,480.0,KR10 KR3 KR7,1655.7,4668.0,True,organic,False,,3,4,4,1,4,0,1,0,1,0,0,1,0,3,0,0,0,0,0,0
uuid:00364,HH-KIR-0364,E. Ainembabazi,2026-05-06 12:51:00,2026-05-06 13:20:00,2026-05-06,kiruhura,nyamarebe,-0.00084,30.76216,7.0,male,36.0,1.89,483.0,KR1 KR6,1300.0,4615.0,True,npk,False,,2,4,5,5,4,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0
uuid:00245,HH-RUB-0245,F. Byaruhanga,2026-05-11 08:35:00,2026-05-11 09:15:00,2026-05-11,rubirizi,rukiri,-0.34055,30.13727,3.0,female,,1.93,,KR3 KR5 KR6 KR7,1623.1,,True,npk,False,,4,4,5,2,3,0,0,0,1,1,1,1,0,4,0,0,0,0,0,0
uuid:00318,HH-IBA-0318,A. Tumusiime,2026-05-23 12:49:00,2026-05-23 13:41:00,2026-05-23,ibanda,kicuzi,0.00347,30.44627,8.0,male,45.0,0.87,374.0,KR7 KR9,561.9,4719.0,True,dap,False,,2,4,5,3,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0
uuid:00098,HH-RUB-0098,C. Kyomuhendo,2026-05-06 13:28:00,2026-05-06 13:34:00,2026-05-06,rubirizi,nyamarebe,-0.25454,29.95411,6.0,male,37.0,0.9,526.0,KR1 KR6,767.0,6509.0,False,,True,pest_scouting stumping,3,3,2,4,2,1,0,0,0,0,1,0,0,2,1,0,0,0,1,2
uuid:00385,HH-KIR-0385,B. Nakato,2026-05-05 13:57:00,2026-05-05 14:34:00,2026-05-05,kiruhura,bisheshe,-0.13584,30.76884,5.0,male,41.0,8.05,449.0,KR1 KR10 KR9,7190.3,5253.0,True,npk,False,,3,5,1,4,5,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0
uuid:00212,HH-RUB-0212,C. Kyomuhendo,2026-05-08 12:31:00,2026-05-08 12:36:00,2026-05-08,rubirizi,kicuzi,-0.1712,30.1766,1.0,female,51.0,2.55,347.0,KR3,1784.1,5450.0,True,dap,False,,1,3,2,4,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
uuid:00028,HH-KIR-0028,E. Ainembabazi,2026-05-11 08:51:00,2026-05-11 09:32:00,2026-05-11,kiruhura,nyamarebe,-0.21174,30.71652,4.0,male,51.0,0.83,422.0,KR1 KR7 KR9,700.0,5160.0,False,,False,,5,5,4,4,2,1,0,0,0,0,0,1,1,3,0,0,0,0,0,0
uuid:00181,HH-KIR-0181,B. Nakato,2026-05-10 12:09:00,2026-05-10 12:52:00,2026-05-10,kiruhura,nyamarebe,-0.15636,30.93832,8.0,male,43.0,1.75,413.0,KR1 KR2 KR7,1240.8,6176.0,False,,False,,1,3,5,1,5,1,0,1,0,0,0,1,0,3,0,0,0,0,0,0
