submission_id,household_id,enum_name,start_time,end_time,submission_date,district,subcounty,gps_lat,gps_lon,hh_size,gender_hh_head,age_hh_head,plot_area_acres,trees_per_acre,coffee_varieties,yield_kg,price_per_kg,uses_fertilizer,fertilizer_type,training_attended,training_topics,satisfaction_1,satisfaction_2,satisfaction_3,satisfaction_4,satisfaction_5
uuid:00042,HH-IBA-0042,A. Tumusiime,2026-05-10T09:42:00,2026-05-10T10:11:00,2026-05-10,Ibanda,Kicuzi,-0.06304,30.46064,6,male,47.0,3.95,549.0,KR1 KR3 KR9,2609.2,5814.0,yes,NPK,no,,5,1,1,5,2
uuid:00323,HH-RUB-0323,F. Byaruhanga,2026-05-16T12:00:00,2026-05-16T12:33:00,2026-05-16,Rubirizi,Rukiri,-0.08986,30.22548,2,female,,1.47,,KR5,894.0,,yes,organic,no,,4,2,1,2,1
uuid:00302,HH-RUB-0302,C. Kyomuhendo,2026-05-10T16:17:00,2026-05-10T16:26:00,2026-05-10,Rubirizi,Bisheshe,-0.17314,30.19861,4,female,66.0,0.76,402.0,KR1 KR7 KR9,252.0,5068.0,yes,DAP,no,,1,5,4,3,3
uuid:00005,HH-RUB-0005,F. Byaruhanga,2026-05-21T11:04:00,2026-05-21T11:59:00,2026-05-21,Rubirizi,Nyamarebe,-0.26713,30.11318,3,male,34.0,1.34,498.0,KR1 KR6 KR7 KR9,936.5,5116.0,yes,organic,no,,3,4,5,5,1
uuid:00129,HH-IBA-0129,D. Mugisha,2026-05-19T10:37:00,2026-05-19T11:11:00,2026-05-19, Ibanda ,Nyamarebe,-0.18262,30.67908,3,male,30.0,4.14,505.0,KR9,2237.0,5311.0,no,,no,,5,5,5,5,5
uuid:00172,HH-KIR-0172,E. Ainembabazi,2026-05-22T13:11:00,2026-05-22T13:50:00,2026-05-22,Kiruhura,Nyamarebe,-0.18544,30.84119,45,male,34.0,0.87,452.0,KR3,500.0,3430.0,no,,no,,2,2,5,2,5
uuid:00224,HH-RUB-0224,C. Kyomuhendo,2026-05-09T13:55:00,2026-05-09T14:04:00,2026-05-09,Rubirizi,Bisheshe,-0.23162,29.97295,6,male,62.0,1.56,356.0,KR1 KR3 KR6 KR7,605.0,4116.0,yes,organic,no,,2,3,5,5,1
uuid:00409,HH-KIR-0409,B. Nakato,2026-05-16T08:07:00,2026-05-16T08:50:00,2026-05-16,Kiruhura,Bisheshe,-0.02013,30.79421,5,male,49.0,3.58,463.0,KR1 KR3,3983.8,5427.0,yes,NPK,no,,2,3,2,5,1
uuid:00017,HH-RUB-0017,F. Byaruhanga,2026-05-24T10:15:00,2026-05-24T10:55:00,2026-05-24,Rubirizi,Nyamarebe,-0.22508,29.9348,2,female,,1.94,,KR7,1176.7,,no,,no,,3,2,1,2,1
uuid:00036,HH-IBA-0036,A. Tumusiime,2026-05-07T09:17:00,2026-05-07T09:50:00,2026-05-07,Ibanda,Bisheshe,-0.1362,30.47379,6,male,44.0,0.72,646.0,KR10 KR3 KR7,674.6,5151.0,no,NPK,yes,post_harvest pruning,2,1,2,2,5
uuid:00321,HH-IBA-0321,D. Mugisha,2026-05-04T11:11:00,2026-05-04T11:55:00,2026-05-04,Ibanda,Rukiri,-0.11278,30.50579,4,male,39.0,1.56,444.0,KR2,989.2,5322.0,yes,DAP,yes,pest_scouting post_harvest shade_mgmt stumping,4,4,4,4,4
uuid:00356,HH-RUB-0356,C. Kyomuhendo,2026-05-15T13:39:00,2026-05-15T13:45:00,2026-05-15,Rubirizi,Bisheshe,-0.34478,30.05515,7,male,49.0,1.26,529.0,KR3 KR7 KR9,659.2,4917.0,yes,organic,no,,2,3,4,4,3
uuid:00312,HH-IBA-0312,A. Tumusiime,2026-05-08T15:46:00,2026-05-08T16:27:00,2026-05-08,Ibanda,Kicuzi,-0.10377,30.4463,5,male,38.0,1.99,431.0,KR10 KR5 KR7 KR9,1603.4,4770.0,yes,organic,no,pruning shade_mgmt,3,2,2,1,3
uuid:00220,HH-KIR-0220,E. Ainembabazi,2026-05-08T14:46:00,2026-05-08T15:28:00,2026-05-08,Kiruhura,Nyamarebe,-0.12538,30.61048,3,male,62.0,1.88,482.0,KR1 KR10,1250.0,4392.0,yes,organic,no,,4,1,4,3,5
uuid:00266,HH-RUB-0266,C. Kyomuhendo,2026-05-24T08:13:00,2026-05-24T08:22:00,2026-05-24,Rubirizi,Rukiri,-0.35692,30.13984,3,female,40.0,1.52,389.0,KR2 KR6 KR9,1018.6,4671.0,yes,organic,yes,pest_scouting post_harvest pruning shade_mgmt,5,1,4,2,5
uuid:00045,HH-IBA-0045,D. Mugisha,2026-05-11T12:29:00,2026-05-11T13:03:00,2026-05-11,Ibanda,Rukiri,-0.12731,30.44911,5,male,48.0,3.03,421.0,KR10 KR2,2050.7,5612.0,yes,DAP,yes,pest_scouting shade_mgmt stumping,5,5,5,5,5
uuid:00128,HH-RUB-0128,C. Kyomuhendo,2026-05-09T09:25:00,2026-05-09T09:31:00,2026-05-09,Rubirizi,Nyamarebe,-0.38965,30.31547,9,male,30.0,1.19,357.0,KR2 KR5,824.2,4654.0,yes,DAP,no,,5,1,2,4,4
uuid:00350,HH-RUB-0350,C. Kyomuhendo,2026-05-06T09:19:00,2026-05-06T09:23:00,2026-05-06,Rubirizi,Rukiri,-0.2551,29.96017,8,female,44.0,2.42,484.0,KR1 KR3,1391.2,5086.0,yes,NPK,yes,pest_scouting post_harvest pruning stumping,1,1,2,1,4
uuid:00087,HH-IBA-0087,D. Mugisha,2026-05-13T16:15:00,2026-05-13T16:48:00,2026-05-13,Ibanda,Bisheshe,-0.24052,30.55297,5,female,28.0,1.55,481.0,KR2 KR3 KR5 KR9,718.5,5943.0,yes,NPK,no,,5,3,3,2,1
uuid:00095,HH-RUB-0095,F. Byaruhanga,2026-05-10T12:07:00,2026-05-10T12:45:00,2026-05-10,Rubirizi,Bisheshe,-0.18911,30.06143,5,male,,0.54,,KR2 KR6 KR7 KR9,226.3,,yes,DAP,no,,4,4,4,1,5
uuid:00157,HH-KIR-0157,B. Nakato,2026-05-23T14:40:00,2026-05-23T15:12:00,2026-05-23,Kiruhura,Rukiri,-0.25174,30.96087,6,male,40.0,0.88,425.0,KR10 KR2 KR6 KR9,401.3,5267.0,no,,yes,pest_scouting shade_mgmt stumping,5,4,4,1,4
uuid:00299,HH-RUB-0299,F. Byaruhanga,2026-05-20T15:35:00,2026-05-20T16:00:00,2026-05-20, Rubirizi ,Kicuzi,-0.20335,30.04151,8,male,,7.13,,KR1 KR2 KR6,4134.1,,no,,no,,4,3,1,1,1
uuid:00116,HH-RUB-0116,C. Kyomuhendo,2026-05-05T16:31:00,2026-05-05T16:39:00,2026-05-05,Rubirizi,Kicuzi,-0.24197,30.03958,1,male,19.0,2.79,571.0,KR2 KR3,2472.5,4027.0,yes,DAP,no,,4,1,1,3,2
uuid:00242,HH-RUB-0242,C. Kyomuhendo,2026-05-21T10:18:00,2026-05-21T10:24:00,2026-05-21,Rubirizi,Kicuzi,-0.2308,29.94787,8,MALE,53.0,1.26,611.0,KR6,916.8,4676.0,yes,DAP,yes,post_harvest pruning shade_mgmt,1,5,4,1,1
uuid:00040,HH-KIR-0040,E. Ainembabazi,2026-05-19T11:51:00,2026-05-19T12:20:00,2026-05-19,Kiruhura,Rukiri,-0.37904,30.69991,5,male,43.0,1.73,550.0,KR6 KR9,750.0,5758.0,yes,organic,yes,pest_scouting post_harvest pruning,4,4,2,1,5
uuid:00414,HH-IBA-0414,A. Tumusiime,2026-05-07T13:46:00,2026-05-07T14:24:00,2026-05-07,Ibanda,Rukiri,-0.09688,30.50421,1,male,37.0,2.34,480.0,KR10 KR2 KR3 KR6,1281.3,4838.0,yes,DAP,no,,1,3,5,1,4
uuid:00386,HH-RUB-0386,C. Kyomuhendo,2026-05-06T16:20:00,2026-05-06T16:26:00,2026-05-06,Rubirizi,Nyamarebe,-0.2475,30.19611,7,male,47.0,1.31,440.0,KR3,786.2,5896.0,no,,yes,pest_scouting post_harvest shade_mgmt stumping,4,3,2,1,3
uuid:00004,HH-KIR-0004,E. Ainembabazi,2026-05-07T13:11:00,2026-05-07T13:45:00,2026-05-07,Kiruhura,Kicuzi,-0.19217,30.89015,5,male,45.0,1.93,469.0,KR1,1150.0,4296.0,no,,yes,pest_scouting post_harvest pruning shade_mgmt,5,3,2,2,4
uuid:00372,HH-IBA-0372,A. Tumusiime,2026-05-10T13:02:00,2026-05-10T13:33:00,2026-05-10,Ibanda,Rukiri,-0.15421,30.72732,9,female,44.0,4.93,443.0,KR10 KR2 KR3 KR7,1398.7,6267.0,no,,no,,2,2,5,1,2
uuid:00198,HH-IBA-0198,A. Tumusiime,2026-05-17T11:40:00,2026-05-17T12:18:00,2026-05-17,Ibanda,Kicuzi,-0.08889,30.46422,7,male,40.0,2.92,313.0,KR3,1831.0,4205.0,no,,no,,1,5,5,3,5
uuid:00335,HH-RUB-0335,F. Byaruhanga,2026-05-19T13:51:00,2026-05-19T14:25:00,2026-05-19,Rubirizi,Bisheshe,-0.31273,29.99181,3,female,32.0,2.26,434.0,KR9,1407.9,4994.0,yes,organic,yes,pruning stumping,1,2,5,1,2
uuid:00362,HH-RUB-0362,C. Kyomuhendo,2026-05-06T15:27:00,2026-05-06T15:33:00,2026-05-06,Rubirizi,Bisheshe,-0.30512,30.19849,6,male,46.0,3.41,508.0,KR1 KR10 KR2 KR6,1820.3,5721.0,no,,no,,1,5,1,4,5
uuid:00086,HH-RUB-0086,C. Kyomuhendo,2026-05-22T16:23:00,2026-05-22T16:28:00,2026-05-22,Rubirizi,Nyamarebe,-0.08936,30.13853,6,female,42.0,2.75,607.0,KR1 KR2 KR5 KR6,1504.5,4372.0,yes,DAP,no,,2,4,2,2,5
uuid:00060,HH-IBA-0060,A. Tumusiime,2026-05-13T16:29:00,2026-05-13T17:08:00,2026-05-13, Ibanda ,Nyamarebe,-0.17364,30.39787,11,male,29.0,4.08,510.0,KR10 KR2,925.2,4706.0,yes,DAP,yes,pest_scouting shade_mgmt stumping,4,2,2,5,1
uuid:00257,HH-RUB-0257,F. Byaruhanga,2026-05-08T13:58:00,2026-05-08T14:21:00,2026-05-08,Rubirizi,Bisheshe,-0.39804,29.95366,6,female,71.0,2.74,456.0,KR2 KR7,2216.4,4423.0,no,,no,,3,3,4,4,2
uuid:00325,HH-KIR-0325,B. Nakato,2026-05-26T12:40:00,2026-05-26T13:08:00,2026-05-26,Kiruhura,Kicuzi,-0.13366,30.71079,2,male,47.0,2.3,384.0,KR9,1798.9,5407.0,no,,yes,pest_scouting shade_mgmt stumping,5,2,4,5,1
uuid:00161,HH-RUB-0161,F. Byaruhanga,2026-05-18T12:31:00,2026-05-18T13:05:00,2026-05-18,Rubirizi,Rukiri,-0.25304,30.08987,6,MALE,54.0,2.5,618.0,KR2 KR9,2410.8,5290.0,yes,organic,yes,pruning shade_mgmt,4,5,5,4,5
uuid:00193,HH-KIR-0193,B. Nakato,2026-05-11T10:57:00,2026-05-11T11:31:00,2026-05-11,Kiruhura,Rukiri,-0.28278,30.8742,7,male,75.0,2.78,480.0,KR10 KR3 KR7,1655.7,4668.0,yes,organic,no,,3,4,4,1,4
uuid:00364,HH-KIR-0364,E. Ainembabazi,2026-05-06T12:51:00,2026-05-06T13:20:00,2026-05-06,Kiruhura,Nyamarebe,-0.00084,30.76216,7,male,36.0,1.89,483.0,KR1 KR6,1300.0,4615.0,yes,NPK,no,,2,4,5,5,4
uuid:00245,HH-RUB-0245,F. Byaruhanga,2026-05-11T08:35:00,2026-05-11T09:15:00,2026-05-11,Rubirizi,Rukiri,-0.34055,30.13727,3,female,,1.93,,KR3 KR5 KR6 KR7,1623.1,,yes,NPK,no,,4,4,5,2,3
uuid:00318,HH-IBA-0318,A. Tumusiime,2026-05-23T12:49:00,2026-05-23T13:41:00,2026-05-23,Ibanda,Kicuzi,0.00347,30.44627,8,male,45.0,0.87,374.0,KR7 KR9,561.9,4719.0,Yes,DAP,no,,2,4,5,3,2
uuid:00098,HH-RUB-0098,C. Kyomuhendo,2026-05-06T13:28:00,2026-05-06T13:34:00,2026-05-06,Rubirizi,Nyamarebe,-0.25454,29.95411,6,male,37.0,0.9,526.0,KR1 KR6,767.0,6509.0,no,,yes,pest_scouting stumping,3,3,2,4,2
uuid:00385,HH-KIR-0385,B. Nakato,2026-05-05T13:57:00,2026-05-05T14:34:00,2026-05-05,Kiruhura,Bisheshe,-0.13584,30.76884,5,male,41.0,8.05,449.0,KR1 KR10 KR9,7190.3,5253.0,yes,NPK,no,,3,5,1,4,5
uuid:00212,HH-RUB-0212,C. Kyomuhendo,2026-05-08T12:31:00,2026-05-08T12:36:00,2026-05-08,Rubirizi,Kicuzi,-0.1712,30.1766,1,female,51.0,2.55,347.0,KR3,1784.1,5450.0,yes,DAP,no,,1,3,2,4,5
uuid:00028,HH-KIR-0028,E. Ainembabazi,2026-05-11T08:51:00,2026-05-11T09:32:00,2026-05-11,Kiruhura,Nyamarebe,-0.21174,30.71652,4,male,51.0,0.83,422.0,KR1 KR7 KR9,700.0,5160.0,no,,no,,5,5,4,4,2
uuid:00181,HH-KIR-0181,B. Nakato,2026-05-10T12:09:00,2026-05-10T12:52:00,2026-05-10,Kiruhura,Nyamarebe,-0.15636,30.93832,8,male,43.0,1.75,413.0,KR1 KR2 KR7,1240.8,6176.0,no,,no,,1,3,5,1,5
uuid:00039,HH-IBA-0039,D. Mugisha,2026-05-21T09:09:00,2026-05-21T09:47:00,2026-05-21,Ibanda,Rukiri,-0.25228,30.64707,6,male,23.0,4.83,515.0,KR2 KR6 KR7 KR9,3311.3,4751.0,yes,DAP,yes,pest_scouting shade_mgmt stumping,3,3,3,3,3
uuid:00383,HH-RUB-0383,F. Byaruhanga,2026-05-25T16:10:00,2026-05-25T16:43:00,2026-05-25, Rubirizi ,Bisheshe,-0.1497,30.06641,5,male,55.0,2.89,426.0,KR1,1626.8,5188.0,yes,organic,no,,1,4,3,5,5
uuid:00142,HH-KIR-0142,E. Ainembabazi,2026-05-18T11:51:00,2026-05-18T12:33:00,2026-05-18,Kiruhura,Rukiri,-0.35591,30.62388,2,MALE,45.0,4.16,368.0,KR10 KR5 KR6 KR9,1800.0,4989.0,yes,organic,no,,4,4,1,1,2
uuid:00194,HH-RUB-0194,C. Kyomuhendo,2026-05-10T12:08:00,2026-05-10T12:12:00,2026-05-10,Rubirizi,Bisheshe,-0.25082,30.19151,6,male,19.0,71.5,564.0,KR5 KR7,1824.5,6134.0,no,,yes,post_harvest pruning shade_mgmt stumping,2,3,5,2,2
uuid:00064,HH-KIR-0064,E. Ainembabazi,2026-05-25T10:07:00,2026-05-25T10:52:00,2026-05-25,Kiruhura,Kicuzi,-0.11054,30.86744,7,female,29.0,9.68,593.0,KR1 KR10 KR3 KR7,6850.0,4856.0,no,,no,,3,2,4,4,4
uuid:00313,HH-KIR-0313,B. Nakato,2026-05-26T08:18:00,2026-05-26T08:51:00,2026-05-26,Kiruhura,Rukiri,-0.14722,30.85107,7,female,42.0,3.22,490.0,KR10 KR2 KR9,1196.2,5021.0,yes,DAP,yes,post_harvest pruning shade_mgmt stumping,4,2,4,2,3
uuid:00093,HH-IBA-0093,D. Mugisha,2026-05-04T13:17:00,2026-05-04T13:42:00,2026-05-04,Ibanda,Kicuzi,-0.0023,30.43354,3,male,39.0,3.39,466.0,KR5 KR6,2636.0,4303.0,no,,yes,pruning,4,4,4,4,4
uuid:00264,HH-IBA-0264,A. Tumusiime,2026-05-27T14:23:00,2026-05-27T15:04:00,2026-05-27,Ibanda,Kicuzi,-0.19065,30.36967,7,male,52.0,1.73,549.0,KR3,798.4,5428.0,yes,DAP,yes,pest_scouting stumping,1,2,4,1,1
uuid:00038,HH-RUB-0038,C. Kyomuhendo,2026-05-15T15:33:00,2026-05-15T15:41:00,2026-05-15,Rubirizi,Bisheshe,-0.34274,30.0004,7,male,20.0,1.85,421.0,KR2 KR5,1257.0,5449.0,no,,no,,3,2,2,3,2
uuid:00187,HH-KIR-0187,B. Nakato,2026-05-16T09:52:00,2026-05-16T10:40:00,2026-05-16,Kiruhura,Bisheshe,-0.05584,30.94926,5,male,35.0,1.21,516.0,KR3 KR6 KR9,529.2,5842.0,yes,NPK,no,,2,4,2,3,2
uuid:00150,HH-IBA-0150,A. Tumusiime,2026-05-20T11:14:00,2026-05-20T11:44:00,2026-05-20,Ibanda,Rukiri,-0.08041,30.58277,6,male,41.0,2.51,471.0,KR10 KR7,1959.2,5736.0,no,,no,,2,4,1,1,1
uuid:00394,HH-KIR-0394,E. Ainembabazi,2026-05-07T11:51:00,2026-05-07T12:32:00,2026-05-07,Kiruhura,Bisheshe,-0.22607,30.75835,5,male,56.0,1.59,585.0,KR1 KR6 KR7 KR9,950.0,6220.0,yes,organic,no,,2,3,1,1,1
uuid:00216,HH-IBA-0216,A. Tumusiime,2026-05-24T10:28:00,2026-05-24T11:04:00,2026-05-24,Ibanda,Bisheshe,-0.15945,30.51823,1,female,66.0,6.73,604.0,KR2,4218.7,5083.0,yes,NPK,no,,1,5,3,2,2
uuid:00170,HH-RUB-0170,C. Kyomuhendo,2026-05-12T15:37:00,2026-05-12T15:43:00,2026-05-12,Rubirizi,Bisheshe,-0.19402,30.17346,6,male,47.0,4.74,611.0,KR10 KR3 KR5 KR9,2839.1,4661.0,yes,organic,no,,5,2,2,5,1
uuid:00006,HH-IBA-0006,A. Tumusiime,2026-05-06T14:13:00,2026-05-06T14:53:00,2026-05-06,Ibanda,Kicuzi,-0.00025,30.49408,5,female,33.0,0.53,322.0,KR10 KR6,392.8,5164.0,No,,yes,shade_mgmt stumping,2,1,2,1,5
uuid:00277,HH-KIR-0277,B. Nakato,2026-05-07T12:36:00,2026-05-07T13:11:00,2026-05-07,Kiruhura,Bisheshe,-0.25469,30.79968,5,male,30.0,5.95,583.0,KR2 KR3 KR6,3343.3,4372.0,yes,DAP,yes,pruning,5,3,3,1,4
uuid:00168,HH-IBA-0168,A. Tumusiime,2026-05-11T15:32:00,2026-05-11T15:57:00,2026-05-11,Ibanda,Kicuzi,-0.09925,30.61204,8,male,33.0,1.92,484.0,KR6 KR9,1334.1,5627.0,no,,no,,4,5,1,1,2
uuid:00391,HH-KIR-0391,B. Nakato,2026-05-13T12:22:00,2026-05-13T12:55:00,2026-05-13,Kiruhura,Bisheshe,-0.24333,30.92274,7,female,47.0,1.81,530.0,KR1 KR10 KR7,1307.7,5826.0,yes,organic,no,,3,2,1,1,5
uuid:00292,HH-KIR-0292,E. Ainembabazi,2026-05-25T08:09:00,2026-05-25T09:03:00,2026-05-25,Kiruhura,Nyamarebe,-0.15467,30.82448,7,male,57.0,2.32,387.0,KR2 KR7 KR9,1150.0,5442.0,yes,DAP,yes,shade_mgmt,1,4,4,2,3
uuid:00201,HH-IBA-0201,D. Mugisha,2026-05-13T10:07:00,2026-05-13T10:45:00,2026-05-13,Ibanda,Kicuzi,-0.16234,30.5935,5,male,52.0,5.57,431.0,KR1 KR3 KR5 KR9,2033.8,5888.0,yes,DAP,no,,3,3,3,3,3
uuid:00184,HH-KIR-0184,E. Ainembabazi,2026-05-12T14:20:00,2026-05-12T14:50:00,2026-05-12,Kiruhura,Kicuzi,-0.23541,30.94957,7,male,51.0,0.67,330.0,KR3,250.0,4649.0,yes,organic,yes,pest_scouting shade_mgmt stumping,4,5,1,2,5
uuid:00225,HH-IBA-0225,D. Mugisha,2026-05-04T11:27:00,2026-05-04T12:14:00,2026-05-04,Ibanda,Kicuzi,-0.11447,30.37495,4,male,28.0,94.0,448.0,KR10 KR6,1282.5,5539.0,yes,DAP,no,,4,3,2,2,4
uuid:00203,HH-RUB-0203,F. Byaruhanga,2026-05-06T10:17:00,2026-05-06T10:39:00,2026-05-06,Rubirizi,Bisheshe,-0.3684,29.98043,3,male,,0.65,,KR5,203.6,,no,,no,,3,1,3,2,2
uuid:00393,HH-IBA-0393,D. Mugisha,2026-05-09T10:01:00,2026-05-09T10:44:00,2026-05-09,Ibanda,Nyamarebe,-0.10595,30.55138,9,female,50.0,1.39,422.0,KR1 KR7,961.4,5516.0,yes,DAP,no,,4,4,4,4,4
uuid:00175,HH-KIR-0175,B. Nakato,2026-05-06T14:19:00,2026-05-06T15:13:00,2026-05-06,Kiruhura,Nyamarebe,-0.33195,30.87518,8,female,68.0,2.43,568.0,KR2 KR3 KR7 KR9,2165.0,4618.0,yes,organic,no,,5,2,4,4,4
uuid:00020,HH-RUB-0020,C. Kyomuhendo,2026-05-21T11:27:00,2026-05-21T11:36:00,2026-05-21,Rubirizi,Kicuzi,-0.29446,30.19854,3,male,50.0,1.83,378.0,KR1 KR7 KR9,1877.4,5165.0,yes,DAP,no,,4,4,3,3,3
uuid:00379,HH-KIR-0379,B. Nakato,2026-05-07T11:47:00,2026-05-07T12:33:00,2026-05-07,Kiruhura,Bisheshe,-0.31275,30.9049,6,male,55.0,4.93,562.0,KR2,3255.3,5833.0,no,,yes,pest_scouting post_harvest shade_mgmt,3,5,4,1,2
uuid:00206,HH-RUB-0206,C. Kyomuhendo,2026-05-11T16:16:00,2026-05-11T16:20:00,2026-05-11,Rubirizi,Nyamarebe,-0.21537,30.17516,5,female,49.0,2.45,433.0,KR1 KR5,1307.1,5943.0,yes,NPK,no,,3,4,1,5,5
uuid:00143,HH-RUB-0143,F. Byaruhanga,2026-05-16T12:59:00,2026-05-16T13:32:00,2026-05-16,Rubirizi,Rukiri,-0.21824,30.00923,8,male,31.0,2.17,349.0,KR1,1177.7,5123.0,no,,yes,pest_scouting pruning shade_mgmt stumping,5,3,5,4,3
uuid:00351,HH-IBA-0351,D. Mugisha,2026-05-24T12:09:00,2026-05-24T12:37:00,2026-05-24,Ibanda,Kicuzi,-0.16263,30.29459,5,male,48.0,2.04,468.0,KR10 KR6,1069.4,4812.0,yes,organic,yes,shade_mgmt,4,4,4,4,4
uuid:00015,HH-IBA-0015,D. Mugisha,2026-05-21T08:49:00,2026-05-21T09:23:00,2026-05-21,Ibanda,Kicuzi,0.0072,30.47178,4,male,45.0,2.03,489.0,KR1 KR10 KR3 KR9,741.2,5057.0,yes,NPK,no,,2,5,2,1,3
uuid:00228,HH-IBA-0228,A. Tumusiime,2026-05-26T08:59:00,2026-05-26T09:28:00,2026-05-26,Ibanda,Bisheshe,-0.15448,30.47395,10,male,33.0,4.1,565.0,KR6,2701.5,4674.0,no,,yes,pruning stumping,4,5,4,2,5
uuid:00117,HH-IBA-0117,D. Mugisha,2026-05-09T16:26:00,2026-05-09T17:04:00,2026-05-09,Ibanda,Kicuzi,-0.18331,30.4256,4,male,27.0,6.02,371.0,KR2 KR9,4731.0,5150.0,no,,no,,3,3,3,3,3
uuid:00411,HH-IBA-0411,D. Mugisha,2026-05-14T14:37:00,2026-05-14T15:15:00,2026-05-14, Ibanda ,Bisheshe,-0.15537,30.38949,5,male,25.0,1.89,438.0,KR2 KR3 KR5,1743.0,5136.0,yes,organic,no,,2,4,2,5,1
uuid:00272,HH-RUB-0272,C. Kyomuhendo,2026-05-17T08:36:00,2026-05-17T08:42:00,2026-05-17,Rubirizi,Rukiri,-0.17259,30.12444,3,male,58.0,1.31,535.0,KR1 KR7 KR9,734.5,5289.0,yes,NPK,no,,3,5,5,3,3
uuid:00334,HH-KIR-0334,E. Ainembabazi,2026-05-14T11:08:00,2026-05-14T11:32:00,2026-05-14,Kiruhura,Bisheshe,-0.18679,30.95675,1,male,45.0,3.02,395.0,KR1 KR2 KR5 KR6,1800.0,6002.0,yes,NPK,no,,5,2,1,4,1
uuid:00072,HH-IBA-0072,A. Tumusiime,2026-05-24T16:33:00,2026-05-24T17:22:00,2026-05-24,Ibanda,Nyamarebe,-0.19033,30.53757,4,female,37.0,2.0,723.0,KR10 KR5,848.5,5524.0,yes,NPK,yes,pest_scouting post_harvest pruning shade_mgmt,3,3,3,3,2
uuid:00171,HH-IBA-0171,D. Mugisha,2026-05-05T08:27:00,2026-05-05T09:13:00,2026-05-05,Ibanda,Kicuzi,-0.0748,30.509,5,male,46.0,0.54,694.0,KR3 KR5,305.3,5466.0,yes,organic,no,,5,5,5,5,5
uuid:00188,HH-RUB-0188,C. Kyomuhendo,2026-05-27T15:48:00,2026-05-27T15:51:00,2026-05-27,Rubirizi,Bisheshe,-0.25846,30.1705,4,male,58.0,7.42,502.0,KR2 KR9,3797.7,4955.0,no,,no,,2,2,4,3,5
uuid:00145,HH-KIR-0145,B. Nakato,2026-05-19T08:54:00,2026-05-19T09:36:00,2026-05-19,Kiruhura,Rukiri,-0.04869,30.81784,2,male,36.0,2.6,442.0,KR1 KR10 KR2 KR7,1632.4,4797.0,yes,NPK,yes,pest_scouting pruning shade_mgmt stumping,2,5,4,2,1
uuid:00019,HH-KIR-0019,B. Nakato,2026-05-26T15:35:00,2026-05-26T16:01:00,2026-05-26,Kiruhura,Bisheshe,-0.09737,30.84894,3,male,56.0,3.79,499.0,KR7,2957.2,3870.0,no,,no,,3,5,1,2,3
uuid:00115,HH-KIR-0115,B. Nakato,2026-05-22T14:09:00,2026-05-22T14:40:00,2026-05-22,Kiruhura,Rukiri,-0.21286,30.76002,5,female,46.0,3.28,452.0,KR1 KR3,2210.3,4252.0,no,,yes,pest_scouting,4,3,3,1,2
uuid:00400,HH-KIR-0400,E. Ainembabazi,2026-05-09T13:00:00,2026-05-09T13:31:00,2026-05-09,Kiruhura,Nyamarebe,-0.04247,30.78255,5,MALE,47.0,4.26,385.0,KR3 KR7 KR9,3500.0,4218.0,yes,DAP,no,,2,1,3,2,5
uuid:00096,HH-IBA-0096,A. Tumusiime,2026-05-04T09:04:00,2026-05-04T09:52:00,2026-05-04,Ibanda,Kicuzi,-0.14704,30.5001,7,female,58.0,4.49,322.0,KR10 KR2,2032.4,4251.0,yes,NPK,yes,shade_mgmt stumping,4,4,1,1,1
uuid:00345,HH-IBA-0345,D. Mugisha,2026-05-10T14:53:00,2026-05-10T15:32:00,2026-05-10,Ibanda,Bisheshe,-0.21987,30.45013,5,male,43.0,2.71,404.0,KR5,1509.9,4234.0,no,,no,,4,4,4,4,4
uuid:00211,HH-KIR-0211,B. Nakato,2026-05-04T14:04:00,2026-05-04T14:52:00,2026-05-04,Kiruhura,Nyamarebe,-0.14929,30.85247,8,male,52.0,3.13,473.0,KR10,1306.9,5296.0,no,,no,,1,5,4,4,2
uuid:00209,HH-RUB-0209,F. Byaruhanga,2026-05-13T12:32:00,2026-05-13T13:09:00,2026-05-13,Rubirizi,Nyamarebe,-0.2282,30.1238,4,female,32.0,3.41,565.0,KR1 KR2 KR6,2732.8,4610.0,yes,NPK,yes,stumping,4,1,1,2,4
uuid:00251,HH-RUB-0251,F. Byaruhanga,2026-05-27T12:52:00,2026-05-27T13:15:00,2026-05-27,Rubirizi,Bisheshe,-0.29462,30.18638,7,male,46.0,1.25,445.0,KR10,759.2,6627.0,no,,no,,3,2,2,4,2
uuid:00182,HH-RUB-0182,C. Kyomuhendo,2026-05-26T10:40:00,2026-05-26T10:50:00,2026-05-26,Rubirizi,Rukiri,-0.10453,30.19285,5,male,48.0,2.5,484.0,KR1 KR3 KR7,1807.9,4646.0,yes,organic,yes,pest_scouting post_harvest pruning shade_mgmt,3,4,1,1,5
uuid:00174,HH-IBA-0174,A. Tumusiime,2026-05-23T10:43:00,2026-05-23T11:28:00,2026-05-23,Ibanda,Rukiri,-0.2552,30.45152,7,female,37.0,4.56,526.0,KR1,3289.6,6216.0,no,,no,,3,5,5,2,1
uuid:00360,HH-IBA-0360,A. Tumusiime,2026-05-22T16:50:00,2026-05-22T17:29:00,2026-05-22,Ibanda,Rukiri,-0.09434,30.45295,8,MALE,43.0,3.3,403.0,KR1 KR3 KR5 KR6,1975.1,5108.0,yes,NPK,no,,5,3,5,5,1
